speakerid,age,age_onset,birthplace,filename,native_language,sex,country,file_missing?
1901,25.0,11.0,"najran, saudi arabia",arabic80,arabic,male,saudi arabia,False
1902,53.0,7.0,"bago city, philippines",ilonggo1,ilonggo,female,philippines,False
1903,56.0,25.0,"havana, cuba",spanish131,spanish,male,cuba,False
1904,50.0,15.0,"rio piedras, puerto rico",spanish132,spanish,female,puerto rico,False
1905,21.0,10.0,"kono, sierra leone",temne1,temne,male,sierra leone,False
1906,21.0,9.0,"addis ababa, ethiopia",amharic17,amharic,male,ethiopia,False
1907,25.0,0.0,"wynnewood, pennsylvania, usa",english527,english,female,usa,False
1908,52.0,0.0,"green bay, wisconsin, usa",english528,english,female,usa,False
1909,25.0,13.0,"loudi, hunan, china",mandarin55,mandarin,female,china,False
1910,26.0,11.0,"baoding, hebei, china",mandarin56,mandarin,female,china,False
1911,56.0,25.0,"siem reap, cambodia",khmer7,khmer,male,cambodia,False
1912,55.0,18.0,"colombo, sri lanka",sinhala6,sinhala,female,sri lanka,False
1913,19.0,5.0,"tehran, iran",farsi18,farsi,female,iran,False
1914,22.0,17.0,"riyadh, saudi arabia",arabic81,arabic,male,saudi arabia,False
1915,31.0,9.0,"sofia, bulgaria",bulgarian17,bulgarian,female,bulgaria,False
1916,38.0,19.0,"cochabamba, bolivia",spanish133,spanish,male,bolivia,False
1917,42.0,12.0,"damascus, syria",arabic82,arabic,male,syria,False
1918,34.0,16.0,"trzebnica, poland",polish31,polish,female,poland,False
1919,26.0,5.0,"mansehra, pakistan",pashto10,pashto,female,pakistan,False
1920,22.0,21.0,"riyadh, saudi arabia",arabic83,arabic,male,saudi arabia,False
1921,41.0,13.0,"la union, el salvador",spanish134,spanish,female,el salvador,False
1922,32.0,8.0,"coronel fabriciano, minas gerais, brazil",portuguese43,portuguese,female,brazil,False
1923,41.0,22.0,"santiago de cuba, cuba",spanish135,spanish,female,cuba,False
1924,24.0,4.0,"moscow, russia",russian42,russian,female,russia,False
1925,29.0,0.0,"burlington, vermont, usa",english529,english,female,usa,False
1926,50.0,0.0,"detroit, michigan, usa",english530,english,female,usa,False
1927,26.0,12.0,"medina, saudi arabia",arabic84,arabic,female,saudi arabia,False
1928,29.0,0.0,"nokesville, virginia, usa",english531,english,female,usa,False
1929,24.0,11.0,"izmir, turkey",turkish30,turkish,female,turkey,False
1930,38.0,24.0,"rio de janeiro, brazil",portuguese44,portuguese,female,brazil,False
1931,23.0,12.0,"dakar, senegal",french57,french,male,senegal,False
1932,27.0,8.0,"st. petersburg, russia",russian43,russian,female,russia,False
1933,23.0,0.0,"bristol, connecticut, usa",english532,english,female,usa,False
1934,38.0,0.0,"fairfax, virginia, usa",english533,english,female,usa,False
1935,48.0,7.0,"grand port, mauritius",mauritian2,mauritian,male,mauritius,False
1936,63.0,27.0,"tehran, iran",farsi19,farsi,female,iran,False
1937,25.0,18.0,"douala, cameroon",french58,french,female,cameroon,False
1938,20.0,5.0,"paris, france",french59,french,female,france,False
1939,46.0,9.0,"kauhava, finland",finnish7,finnish,female,finland,False
1940,33.0,11.0,"ho chi minh city, vietnam",vietnamese17,vietnamese,female,vietnam,False
1941,19.0,7.0,"salvador, brazil",portuguese45,portuguese,female,brazil,False
1942,24.0,5.0,"kawasaki, japan",japanese23,japanese,male,japan,False
1943,21.0,17.0,"seoul, south korea",korean40,korean,female,south korea,False
1945,20.0,11.0,"paris, france",french60,french,female,france,False
1946,50.0,12.0,"seoul, south korea",korean41,korean,female,south korea,False
1947,29.0,6.0,"penza, russia",russian44,russian,female,russia,False
1948,40.0,13.0,"tokyo, japan",japanese24,japanese,female,japan,False
1949,49.0,8.0,"santiago, chile",spanish136,spanish,male,chile,False
1950,26.0,3.0,"bayside, new york, usa",korean42,korean,male,usa,False
1951,29.0,0.0,"mineola, new york, usa",english534,english,female,usa,False
1952,20.0,13.0,"taejon, south korea",korean43,korean,male,south korea,False
1954,76.0,7.0,"manila, philippines",tagalog13,tagalog,female,philippines,False
1955,22.0,0.0,"plymouth, massachusetts, usa",english535,english,female,usa,False
1956,21.0,0.0,"richmond, virginia, usa",english536,english,female,usa,False
1957,21.0,0.0,"woodbridge, virginia, usa",english537,english,female,usa,False
1958,20.0,0.0,"lyndhurst, virginia, usa",english538,english,female,usa,False
1959,19.0,0.0,"orange county, california, usa",english539,english,female,usa,False
1960,18.0,0.0,"arlington, virginia, usa",english540,english,female,usa,False
1961,27.0,0.0,"fort lauderdale, florida, usa",english541,english,female,usa,False
1962,60.0,0.0,"toronto, ontario, canada",english542,english,male,canada,False
1963,24.0,14.0,"ad dammam, saudi arabia",arabic85,arabic,female,saudi arabia,False
1964,28.0,3.0,"cairo, egypt",arabic86,arabic,male,egypt,False
1965,65.0,11.0,"cascais, portugal",portuguese46,portuguese,male,portugal,False
1966,25.0,5.0,"new delhi, india",hindi16,hindi,male,india,False
1967,34.0,16.0,"taunggyi, myanmar",shan1,shan,female,myanmar,False
1969,39.0,0.0,"vancouver, british columbia, canada",english543,english,female,canada,False
1970,31.0,0.0,"hanover, new hampshire, usa",english544,english,male,usa,False
1971,49.0,14.0,"inchon, south korea",korean44,korean,male,south korea,False
1972,51.0,11.0,"ingolstadt, germany",german35,german,female,germany,False
1973,26.0,4.0,"kolkata, india",bengali14,bengali,male,india,False
1974,30.0,3.0,"hong kong, china",cantonese22,cantonese,female,china,False
1975,33.0,6.0,"hong kong, china",cantonese23,cantonese,male,china,False
1976,59.0,23.0,"naples, italy",italian31,italian,female,italy,False
1977,42.0,1.0,"accra, ghana",ashanti1,ashanti,female,ghana,False
1978,26.0,6.0,"katmandu, nepal",nepali12,nepali,female,nepal,False
1979,24.0,21.0,"santa ana, el salvador",spanish137,spanish,female,el salvador,False
1980,24.0,16.0,"san miguel, el salvador",spanish138,spanish,female,el salvador,False
1981,50.0,38.0,"guatemala city, guatemala",spanish139,spanish,male,guatemala,False
1982,28.0,13.0,"inchon, south korea",korean45,korean,male,south korea,False
1983,39.0,22.0,"gospic, croatia",croatian8,croatian,male,croatia,False
1984,49.0,14.0,"sardinia, italy",italian32,italian,male,italy,False
1985,37.0,31.0,"cochabamba, bolivia",spanish140,spanish,female,bolivia,False
1986,32.0,5.0,"freetown, sierra leone",mende3,mende,male,sierra leone,False
1987,52.0,13.0,"kyoto, japan",japanese25,japanese,female,japan,False
1988,47.0,3.0,"new delhi, india",hindi17,hindi,female,india,False
1989,22.0,12.0,"rosario do sul, brazil",portuguese47,portuguese,female,brazil,False
1990,20.0,12.0,"shanghai, china",mandarin57,mandarin,male,china,False
1991,44.0,13.0,"yokosuka, japan",japanese26,japanese,female,japan,False
1992,42.0,8.0,"lulea, sweden",swedish18,swedish,male,sweden,False
1993,48.0,19.0,"mazare sharif, afghanistan",farsi20,farsi,female,afghanistan,False
1994,18.0,14.0,"hamburg, germany",german36,german,female,germany,False
1995,56.0,0.0,"tangier island, virginia, usa",english545,english,male,usa,False
1996,43.0,0.0,"tangier island, virginia, usa",english546,english,female,usa,False
1997,63.0,0.0,"tangier island, virginia, usa",english547,english,male,usa,False
1998,41.0,10.0,"rawalpindi, pakistan",french61,french,female,pakistan,False
1999,23.0,9.0,"odessa, ukraine",ukrainian11,ukrainian,female,ukraine,False
2000,23.0,7.0,"superior, colorado, usa",mandarin58,mandarin,male,usa,False
2001,19.0,5.0,"woodbridge, virginia, usa",twi5,twi,male,usa,False
2002,47.0,17.0,"legaspi, philippines",tagalog14,tagalog,female,philippines,False
2003,61.0,0.0,"dublin, ireland",english548,english,male,ireland,False
2004,46.0,8.0,"dhaka, bangladesh",bengali15,bengali,female,bangladesh,False
2005,49.0,10.0,"kuwait city, kuwait",arabic87,arabic,female,kuwait,False
2007,52.0,20.0,"pakxe, laos",lao3,lao,male,laos,False
2008,19.0,4.0,"beirut, lebanon",arabic88,arabic,female,lebanon,False
2009,24.0,12.0,"la union, el salvador",spanish141,spanish,male,el salvador,False
2010,19.0,11.0,"saigon, vietnam",vietnamese18,vietnamese,female,vietnam,False
2011,50.0,12.0,"ekenas, finland",swedish19,swedish,male,finland,False
2012,19.0,0.0,"exminister, uk",english549,english,female,uk,False
2013,18.0,4.0,"ho chi minh city, vietnam",vietnamese19,vietnamese,female,vietnam,False
2014,29.0,11.0,"ohrid, macedonia",macedonian26,macedonian,male,macedonia,False
2015,21.0,21.0,"seoul, south korea",korean46,korean,female,south korea,False
2016,59.0,8.0,"san salvador, el salvador",spanish142,spanish,female,el salvador,False
2017,20.0,2.0,"addis ababa, ethiopia",amharic18,amharic,female,ethiopia,False
2018,73.0,15.0,"budapest, hungary",hungarian9,hungarian,male,hungary,False
2019,20.0,6.0,"kunming, yunnan, china",mandarin59,mandarin,female,china,False
2020,78.0,50.0,"bitonto, italy",italian33,italian,female,italy,False
2021,25.0,5.0,"katmandu, nepal",nepali13,nepali,female,nepal,False
2022,35.0,19.0,"baghdad, iraq",arabic89,arabic,female,iraq,False
2023,47.0,2.0,"ibadan, nigeria",yoruba5,yoruba,female,nigeria,False
2024,20.0,10.0,"razlog, bulgaria",bulgarian18,bulgarian,male,bulgaria,False
2025,20.0,5.0,"kabul, afghanistan",farsi21,farsi,male,afghanistan,False
2026,45.0,6.0,"oviedo, spain",spanish143,spanish,male,spain,False
2027,68.0,14.0,"st. petersburg, russia",russian45,russian,female,russia,False
2028,82.0,0.0,"fredericksburg, virginia, usa",english550,english,male,usa,False
2029,81.0,0.0,"king george, virginia, usa",english551,english,female,usa,False
2030,21.0,20.0,"paris, france",french62,french,female,france,False
2031,26.0,3.0,"freetown, sierra leone",krio6,krio,female,sierra leone,False
2032,24.0,11.0,"diyarbakir, turkey",turkish31,turkish,male,turkey,False
2033,24.0,11.0,"diyarbakir, turkey",turkish32,turkish,male,turkey,False
2034,24.0,11.0,"diyarbakir, turkey",turkish33,turkish,male,turkey,False
2035,24.0,11.0,"diyarbakir, turkey",turkish34,turkish,male,turkey,False
2036,23.0,12.0,"tripoli, libya",arabic90,arabic,female,libya,False
2037,20.0,5.0,"tehran, iran",farsi22,farsi,female,iran,False
2038,21.0,10.0,"islamabad, pakistan",urdu14,urdu,male,pakistan,False
2039,19.0,11.0,"kot kapura, india",punjabi9,punjabi,male,india,False
2040,22.0,11.0,"ludhiana, india",punjabi10,punjabi,male,india,False
2041,19.0,9.0,"surat, india",gujarati9,gujarati,male,india,False
2042,46.0,25.0,"haiphong, vietnam",vietnamese20,vietnamese,female,vietnam,False
2043,23.0,0.0,"bethesda, maryland, usa",english552,english,female,usa,False
2044,35.0,7.0,"louangphabang, laos",hmong1,hmong,male,laos,False
2045,47.0,11.5,"long tieng, laos",hmong2,hmong,male,laos,False
2046,21.0,0.0,"nashville, tennessee, usa",english553,english,male,usa,False
2047,22.0,0.0,"hoffman estates, illinois, usa",english554,english,female,usa,False
2048,24.0,11.0,"izmir, turkey",turkish35,turkish,female,turkey,False
2049,90.0,0.0,"brooklyn, new york, usa",english555,english,male,usa,False
2050,84.0,0.0,"brooklyn, new york, usa",english556,english,female,usa,False
2051,33.0,23.0,"florencia, zacatecas, mexico",spanish144,spanish,female,mexico,False
2052,37.0,21.0,"florencia, zacatecas, mexico",spanish145,spanish,female,mexico,False
2053,25.0,2.0,"sharjah, united arab emirates",english557,english,female,united arab emirates,False
2054,35.0,7.0,"asmara, eritrea",tigrigna8,tigrigna,male,eritrea,False
2055,23.0,0.0,"queens, new york, usa",english558,english,male,usa,False
2056,19.0,0.0,"reston, virginia, usa",english559,english,female,usa,False
2057,25.0,18.0,"las palmas, oaxaca, mexico",spanish146,spanish,male,mexico,False
2058,23.0,10.0,"seoul, south korea",korean47,korean,male,south korea,False
2059,22.0,0.0,"hartford, connecticut, usa",english560,english,female,usa,False
2060,20.0,0.0,"yorktown, virginia, usa",english561,english,female,usa,False
2061,30.0,0.0,"florence, south carolina, usa",english562,english,female,usa,False
2062,42.0,14.0,"torun, poland",polish32,polish,male,poland,False
2063,24.0,5.0,"shiraz, iran",farsi23,farsi,female,iran,False
2064,21.0,7.0,"nowa ruda, poland",polish33,polish,male,poland,False
2065,31.0,7.0,"karlstad, sweden",swedish20,swedish,male,sweden,False
2066,39.0,10.0,"bangkok, thailand",thai14,thai,female,thailand,False
2067,18.0,8.0,"krinkrin, rio coco, nicaragua",miskito1,miskito,male,nicaragua,False
2068,18.0,7.0,"bilwi, puerto cabezas, nicaragua",miskito2,miskito,female,nicaragua,False
2069,32.0,14.0,"bilwi, puerto cabezas, nicaragua",miskito3,miskito,male,nicaragua,False
2070,18.0,15.0,"bilwi, puerto cabezas, nicaragua",miskito4,miskito,male,nicaragua,False
2071,18.0,7.0,"bilwi, puerto cabezas, nicaragua",miskito5,miskito,female,nicaragua,False
2072,37.0,6.0,"mandalay, myanmar",mizo1,mizo,male,myanmar,False
2073,24.0,6.0,"dhaka, bangladesh",bengali16,bengali,female,bangladesh,False
2074,32.0,0.0,"manassas, virginia, usa",english563,english,male,usa,False
2075,32.0,27.0,"seoul, south korea",korean48,korean,male,south korea,False
2076,47.0,6.0,"bangalore, karnataka, india",tamil6,tamil,female,india,False
2077,52.0,0.0,"casper, wyoming, usa",english564,english,male,usa,False
2078,26.0,15.0,"puerto_cabezas, nicaragua",spanish147,spanish,male,nicaragua,False
2079,19.0,11.0,"la ceiba, honduras",spanish148,spanish,male,honduras,False
2080,27.0,0.0,"portland, oregon, usa",english565,english,female,usa,False
2081,22.0,0.0,"derby, england, uk",english566,english,male,uk,False
2082,19.0,12.0,"bilwi, puerto cabezas, nicaragua",miskito6,miskito,male,nicaragua,False
2083,20.0,15.0,"bilwi, puerto cabezas, nicaragua",miskito7,miskito,male,nicaragua,False
2085,48.0,12.0,"wroclaw, poland",polish34,polish,female,poland,False
2086,57.0,12.0,"riyadh, saudi arabia",arabic91,arabic,female,saudi arabia,False
2087,36.0,10.0,"baghdad, iraq",arabic92,arabic,male,iraq,False
2088,18.0,12.0,"walakitang, rio coco, nicaragua",miskito8,miskito,male,nicaragua,False
2089,40.0,38.0,"bilwi, puerto cabezas, nicaragua",miskito9,miskito,male,nicaragua,False
2090,18.0,13.0,"kum, rio coco, nicaragua",miskito10,miskito,male,nicaragua,False
2091,23.0,22.0,"bilwi, puerto cabezas, nicaragua",spanish149,spanish,male,nicaragua,False
2093,18.0,11.0,"bilwi, puerto cabezas, nicaragua",miskito11,miskito,female,nicaragua,False
2094,18.0,13.0,"bilwi, puerto cabezas, nicaragua",spanish150,spanish,male,nicaragua,False
2096,58.0,50.0,"bilwas karma, rio coco, nicaragua",spanish151,spanish,female,nicaragua,False
2098,22.0,7.0,"an yang, south korea",korean49,korean,female,south korea,False
2099,21.0,16.0,"hanoi, vietnam",vietnamese21,vietnamese,male,vietnam,False
2100,51.0,25.0,"barcelona, spain",spanish152,spanish,male,spain,False
2101,24.0,0.0,"new york, new york, usa",english567,english,male,usa,False
2102,28.0,8.0,"mandi bahauddin, punjab, pakistan",urdu15,urdu,male,pakistan,False
2103,86.0,0.0,"quincy, florida, usa",english568,english,female,usa,False
2104,24.0,0.0,"sydney, australia",english569,english,male,australia,False
2105,24.0,7.0,"perm, russia",russian46,russian,female,russia,False
2106,42.0,0.0,"parma, ohio, usa",english570,english,female,usa,False
2107,26.0,6.0,"saransk, russia",russian47,russian,female,russia,False
2108,35.0,1.0,"manila, philippines",tagalog15,tagalog,female,philippines,False
2109,41.0,13.0,"guiyang, guizhou, china",mandarin60,mandarin,female,china,False
2110,19.0,7.0,"khujand, tajikistan",tajiki1,tajiki,male,tajikistan,False
2111,37.0,11.0,"ouagadougou, burkina faso",french63,french,male,burkina faso,False
2112,27.0,10.0,"baghdad, iraq",arabic93,arabic,female,iraq,False
2113,39.0,0.0,"washington, dc, usa",english571,english,male,usa,False
2114,24.0,9.0,"abu dhabi, united arab emirates",arabic94,arabic,female,united arab emirates,False
2115,37.0,11.0,"gouda, netherlands",dutch47,dutch,female,netherlands,False
2116,33.0,16.0,"shangrao, jiangxi, china",mandarin61,mandarin,female,china,False
2117,24.0,7.0,"shanghai, china",mandarin62,mandarin,male,china,False
2118,21.0,10.0,"bogota, colombia",spanish153,spanish,male,colombia,False
2119,27.0,12.0,"jiaozuo, henan, china",mandarin63,mandarin,male,china,False
2120,31.0,26.0,"sao paulo, brazil",portuguese48,portuguese,male,brazil,False
2121,51.0,0.0,"fort worth, texas, usa",english572,english,male,usa,False
2122,20.0,8.0,"accra, ghana",ga6,ga,female,ghana,False
2123,21.0,13.0,"tokyo, japan",japanese27,japanese,female,japan,False
2124,46.0,0.0,"painesville, ohio, usa",english573,english,male,usa,False
2125,21.0,5.0,"new delhi, india",hindi18,hindi,female,india,False
2126,35.0,12.0,"tashkent, uzbekistan",uzbek4,uzbek,female,uzbekistan,False
2127,30.0,4.0,"montevideo, uruguay",spanish154,spanish,male,uruguay,False
2128,20.0,4.5,"san pedro laguna, philippines",tagalog16,tagalog,male,philippines,False
2129,24.0,10.0,"fuzhou, fujian, china",mandarin64,mandarin,female,china,False
2130,27.0,9.0,"lima, peru",spanish155,spanish,male,peru,False
2131,19.0,7.0,"bangkok, thailand",thai15,thai,female,thailand,False
2132,19.0,10.0,"tefki, ethiopia",amharic19,amharic,female,ethiopia,False
2133,57.0,13.0,"taejon, south korea",korean50,korean,female,south korea,False
2134,25.0,16.0,"seoul, south korea",korean51,korean,male,south korea,False
2135,52.0,24.0,"addis ababa, ethiopia",amharic20,amharic,female,ethiopia,False
2136,54.0,13.0,"tainan, taiwan",taiwanese8,taiwanese,female,taiwan,False
2137,29.0,6.0,"fergana, uzbekistan",russian48,russian,female,uzbekistan,False
2138,20.0,4.0,"kumasi, ghana",twi6,twi,male,ghana,False
2139,19.0,6.0,"sylhet, bangladesh",bengali17,bengali,female,bangladesh,False
2140,38.0,23.0,"prague, czech republic",czech9,czech,male,czech republic,False
2142,65.0,8.0,"montevideo, uruguay",spanish156,spanish,female,uruguay,False
2143,31.0,10.0,"kuwait city, kuwait",arabic95,arabic,female,kuwait,False
2144,19.0,3.0,"mexico city, mexico",spanish157,spanish,female,mexico,False
2145,18.0,9.0,"tampere, finland",finnish8,finnish,female,finland,False
2146,21.0,6.0,"alexandria, virginia, usa",tagalog17,tagalog,male,usa,False
2147,77.0,8.0,"manila, philippines",tagalog18,tagalog,female,philippines,False
2148,54.0,37.0,"santurce, puerto rico",spanish158,spanish,female,puerto rico,False
2149,29.0,21.0,"san salvador, el salvador",spanish159,spanish,male,el salvador,False
2150,20.0,7.0,"bogota, colombia",spanish160,spanish,male,colombia,False
2151,23.0,8.0,"bien hoa, vietnam",vietnamese22,vietnamese,male,vietnam,False
2152,22.0,5.0,"karachi, pakistan",urdu16,urdu,male,pakistan,False
2153,21.0,7.0,"riyadh, saudi arabia",arabic96,arabic,male,saudi arabia,False
2154,19.0,4.0,"sharjah, united arab emirates",arabic97,arabic,female,united arab emirates,False
2155,19.0,4.0,"ras al khaimah, united arab emirates",arabic98,arabic,female,united arab emirates,False
2156,56.0,32.0,"leon, nicaragua",spanish161,spanish,female,nicaragua,False
2157,25.0,16.0,"ad dammam, saudi arabia",arabic99,arabic,female,saudi arabia,False
2158,40.0,12.0,"seoul, south korea",korean52,korean,male,south korea,False
2159,40.0,10.0,"beirut, lebanon",arabic100,arabic,female,lebanon,False
2160,21.0,10.0,"doha, qatar",arabic101,arabic,male,qatar,False
2161,22.0,3.0,"jiddah, saudi arabia",arabic102,arabic,male,saudi arabia,False
2162,26.0,0.0,"toronto, ontario, canada",english574,english,female,canada,False
2163,23.0,10.0,"zhuzhou, hunan, china",xiang4,xiang,female,china,False
2164,24.0,12.0,"shangri-la, yunnan, china",naxi1,naxi,female,china,False
2165,24.0,0.0,"great falls, virginia, usa",english575,english,male,usa,False
2166,18.0,6.0,"gomel, belarus",belarusan3,belarusan,male,belarus,False
2167,63.0,0.0,"washington, dc, usa",english576,english,female,usa,False
2168,26.0,12.0,"istanbul, turkey",turkish36,turkish,female,turkey,False
2169,28.0,5.0,"mexico city, mexico",spanish162,spanish,male,mexico,False
2170,38.0,0.0,"san leandro, california, usa",english577,english,female,usa,False
2171,60.0,0.0,"salford, lancashire, uk",english578,english,male,uk,False
2172,22.0,0.0,"adelaide, australia",english579,english,male,australia,False
2173,20.0,5.0,"tianjin, hebei, china",mandarin65,mandarin,female,china,False
2174,19.0,17.0,"panjakent, tajikistan",turkish37,turkish,male,tajikistan,False
2175,19.0,12.0,"khujand, tajikistan",tajiki2,tajiki,female,tajikistan,False
2176,19.0,10.0,"khujand, tajikistan",tajiki3,tajiki,female,tajikistan,False
